"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.522450140E-1,-3.243535161E-1,-3.689259291E-1,-2.092310905E0,2.149203683E0
8.572388680E-1,1.648402214E-2,-4.625079632E-1,-2.304256916E0,2.350273447E0
8.622327230E-1,3.121044040E-1,-5.807015896E-1,-2.410789013E0,2.499305335E0
8.672265770E-1,4.633359909E-1,-6.425980330E-1,-2.555320263E0,2.675308229E0
8.722204310E-1,6.716358066E-1,-6.821748018E-1,-2.713768005E0,2.877671612E0
8.772142850E-1,8.418647647E-1,-7.904428244E-1,-2.871696472E0,3.095186064E0
8.822081390E-1,6.843786240E-1,-8.532348871E-1,-3.128986359E0,3.314655262E0
8.872019930E-1,5.875988007E-1,-9.427006245E-1,-3.365932941E0,3.544497339E0
8.921958480E-1,4.898416996E-1,-1.073337436E0,-3.406419277E0,3.604953597E0
8.971897020E-1,2.388470769E-1,-1.083299041E0,-3.480056286E0,3.652584905E0
9.021835560E-1,1.875987053E-1,-1.140129209E0,-3.605678558E0,3.786291821E0
9.071774100E-1,1.679616570E-1,-1.176963687E0,-3.659214973E0,3.847506837E0
9.121712640E-1,5.513256788E-2,-1.108273745E0,-3.717289925E0,3.879375552E0
9.171651180E-1,9.637930989E-2,-1.010953784E0,-3.837037086E0,3.969152319E0
9.221589730E-1,1.044735014E-1,-8.616602421E-1,-3.979981899E0,4.073527833E0
9.271528270E-1,1.362947822E-1,-7.229450941E-1,-4.079261303E0,4.145069198E0
9.321466810E-1,4.863998294E-2,-6.140999794E-1,-4.201713085E0,4.246631310E0
9.371405350E-1,-2.919554710E-2,-4.874820709E-1,-4.285254955E0,4.312992138E0
9.421343890E-1,-6.849002838E-2,-4.004714489E-1,-4.296703339E0,4.315869304E0
9.471282430E-1,-1.312003136E-1,-3.479781151E-1,-4.303132057E0,4.319172119E0
9.521220980E-1,-1.790075898E-1,-3.440365791E-1,-4.333145142E0,4.350465688E0
9.571159520E-1,-1.786205769E-1,-3.834161758E-1,-4.324748039E0,4.345383628E0
9.621098060E-1,-3.021713495E-1,-3.657565117E-1,-4.211508751E0,4.238147155E0
9.671036600E-1,-3.875359297E-1,-3.246841431E-1,-4.103551865E0,4.134578793E0
9.720975140E-1,-5.209697485E-1,-3.794453144E-1,-4.129455566E0,4.179448708E0
9.770913680E-1,-6.536284089E-1,-4.335174561E-1,-4.703109264E0,4.768060846E0
9.820852230E-1,-6.980027556E-1,-4.995305538E-1,-4.574044704E0,4.653882635E0
9.870790770E-1,-7.413647771E-1,-4.620637894E-1,-3.350891113E0,3.462888380E0
9.920729310E-1,-8.296856284E-1,-2.790560722E-1,-2.830548763E0,2.962812319E0
9.970667850E-1,-9.728736281E-1,-1.709544659E-1,-3.123626709E0,3.276087963E0
1.002060639E0,-1.154150724E0,-2.139234543E-1,-3.168156624E0,3.378615624E0
1.007054493E0,-1.499742746E0,-4.833672047E-1,-2.593675137E0,3.034801950E0
1.012048348E0,-1.636744499E0,-6.354439259E-1,-1.436492443E0,2.268530819E0
1.017042202E0,-1.715825200E0,-6.338224411E-1,-4.567670822E-1,1.885317791E0
1.022036056E0,-1.834545016E0,-4.808831215E-1,1.657571793E-1,1.903754038E0
1.027029910E0,-1.822004080E0,-1.983473301E-1,6.002235413E-1,1.928550966E0
1.032023764E0,-1.560035229E0,1.018426418E-1,1.105443954E0,1.914703156E0
1.037017618E0,-1.202696800E0,3.089075089E-1,1.614779472E0,2.037011582E0
1.042011473E0,-7.935775518E-1,4.322006702E-1,2.071323395E0,2.259854720E0
1.047005327E0,-4.328567386E-1,5.100905895E-1,2.423103333E0,2.513759560E0
1.051999181E0,-7.205951214E-2,6.382055283E-1,2.580229759E0,2.658963046E0
1.056993035E0,3.328483105E-1,1.255891085E0,2.371895790E0,2.704429709E0
1.061986889E0,6.780490875E-1,2.364672661E0,1.789134026E0,3.041780386E0
1.066980743E0,9.994348288E-1,2.751034737E0,1.080240250E0,3.119932867E0
1.071974598E0,1.243792653E0,2.801432371E0,2.738904953E-1,3.077346178E0
1.076968452E0,1.506061912E0,2.432463646E0,-1.816883087E-1,2.866725050E0
1.081962306E0,1.617000580E0,2.065545082E0,1.455230713E-1,2.627231304E0
1.086956160E0,1.414990067E0,1.848129511E0,1.142269135E0,2.592789686E0
1.091950014E0,9.465507269E-1,1.793220997E0,2.314620018E0,3.077184695E0
1.096943868E0,3.907141685E-1,1.904077053E0,3.361646652E0,3.883147589E0
1.101937723E0,-9.799528122E-2,1.969291449E0,4.260330200E0,4.694478171E0
1.106931577E0,-4.033499360E-1,1.959386110E0,5.025957108E0,5.409448211E0
1.111925431E0,-4.946504831E-1,1.792474508E0,5.568948746E0,5.871186771E0
1.116919285E0,-4.214698076E-1,1.487291813E0,5.947872162E0,6.145474513E0
1.121913139E0,-2.753441930E-1,1.124441624E0,6.159114838E0,6.266967287E0
1.126906993E0,-1.229627132E-1,8.034641743E-1,6.256234169E0,6.308814507E0
1.131900848E0,1.262342930E-2,5.283114910E-1,6.249615669E0,6.271919036E0
1.136894702E0,6.578028202E-2,3.173940182E-1,6.173397064E0,6.181900785E0
1.141888556E0,4.241365194E-2,1.368875504E-1,5.994699478E0,5.996412173E0
1.146882410E0,-1.845723391E-2,-3.707647324E-2,5.690193176E0,5.690343902E0
1.151876264E0,-5.455082655E-2,-2.277867794E-1,5.326975822E0,5.332122844E0
1.156870118E0,-8.514219522E-2,-4.582839012E-1,4.971752167E0,4.993555140E0
1.161863973E0,-1.011210680E-1,-7.418024540E-1,4.595455170E0,4.656039580E0
1.166857827E0,-2.552952766E-1,-1.124887943E0,3.964131355E0,4.128545260E0
1.171851681E0,-4.365347624E-1,-1.362792730E0,3.369246483E0,3.660544835E0
1.176845535E0,-5.631142855E-1,-1.398059130E0,3.148777008E0,3.490911582E0
1.181839389E0,-6.413789988E-1,-1.197678566E0,3.095677376E0,3.380683272E0
1.186833243E0,-7.886375189E-1,-8.672358990E-1,2.803439140E0,3.038637565E0
1.191827098E0,-8.971705437E-1,-4.975249767E-1,2.458509445E0,2.663965987E0
1.196820952E0,-8.733876944E-1,-1.356034279E-1,2.370351791E0,2.529775083E0
1.201814806E0,-6.291946173E-1,2.386026382E-1,2.494132996E0,2.583315019E0
1.206808660E0,-1.869289875E-1,6.356501579E-1,2.546692848E0,2.631470698E0
1.211802514E0,3.602015376E-1,1.027694225E0,2.580056190E0,2.800462554E0
1.216796368E0,9.776138663E-1,1.391591549E0,2.684474945E0,3.177839147E0
1.221790223E0,1.607824326E0,1.742394447E0,2.802224159E0,3.670626338E0
1.226784077E0,2.232810020E0,2.094944000E0,2.871340752E0,4.197478846E0
1.231777931E0,2.816416502E0,2.397134781E0,2.949547768E0,4.730569638E0
1.236771785E0,3.356964588E0,2.658823967E0,2.999182701E0,5.228159620E0
1.241765639E0,3.834294081E0,2.884811401E0,3.011471748E0,5.665060460E0
1.246759493E0,4.223699570E0,3.041302204E0,3.035017014E0,6.024988417E0
1.251753348E0,4.443012714E0,3.127762318E0,3.051429749E0,6.231731911E0
1.256747202E0,4.495849609E0,3.152977467E0,3.013734818E0,6.263906781E0
1.261741056E0,4.390136242E0,3.111324787E0,2.984730721E0,6.153231316E0
1.266734910E0,4.223473549E0,3.206760883E0,3.007909775E0,6.096602775E0
1.271728764E0,4.102314949E0,3.294163704E0,2.945363045E0,6.029565981E0
1.276722618E0,3.969958544E0,3.038194180E0,2.874315262E0,5.766531274E0
1.281716473E0,3.688053608E0,2.658255577E0,2.757123947E0,5.316934698E0
1.286710327E0,3.189516544E0,2.425479412E0,2.599159241E0,4.776148545E0
1.291704181E0,2.468873262E0,2.385859489E0,2.439123154E0,4.211529704E0
1.296698087E0,1.711231828E0,2.365766525E0,2.239285469E0,3.679614794E0
1.301691993E0,1.081599593E0,2.264094353E0,1.933311462E0,3.167597533E0
1.306685900E0,6.108732820E-1,2.066083908E0,1.498005867E0,2.624098028E0
1.311679806E0,2.869884670E-1,1.886269569E0,9.529848099E-1,2.132734235E0
1.316673712E0,5.027145147E-2,1.729290009E0,3.319740295E-1,1.761583920E0
1.321667618E0,-1.345232427E-1,1.557298183E0,-3.793249130E-1,1.608465581E0
1.326661525E0,-2.112428546E-1,1.385177612E0,-1.099785805E0,1.781255001E0
1.331655431E0,-2.000776529E-1,1.204219341E0,-1.810729027E0,2.183784536E0
1.336649337E0,-2.163340747E-1,1.215687275E0,-2.417230606E0,2.714350712E0
1.341643243E0,-1.790264845E-1,9.713854790E-1,-2.920134068E0,3.082664952E0
1.346637150E0,1.359241307E-1,5.588884354E-1,-3.415587425E0,3.463678552E0
1.351631056E0,5.133951902E-1,1.225953102E-1,-3.889595509E0,3.925246164E0
1.356624962E0,8.634124994E-1,-2.508718967E-1,-4.266186714E0,4.359904464E0
1.361618868E0,1.115543365E0,-5.420031548E-1,-4.526906013E0,4.693727993E0
1.366612775E0,1.256883860E0,-7.410533428E-1,-4.681920528E0,4.904008251E0
1.371606681E0,1.245533347E0,-9.050123692E-1,-4.793891430E0,5.035056678E0
1.376600587E0,1.120871067E0,-1.071831226E0,-4.877428532E0,5.118054631E0
